,News Outlet,User,Date,Tweet,Compound,Positive,Neutral,Negative,Tweet Ago
479,@FoxNews,shekoi,Sat Mar 10 22:40:13 +0000 2018,@BlakeFleming85 @FoxNews Wrong. The left does not hope for gun massacres. We're actually trying to STOP them. You'r… https://t.co/XpD70Un3sd,-0.7509,0.08,0.331,0.589,30
480,@FoxNews,Joe Delia,Sat Mar 10 22:40:13 +0000 2018,@FoxNews @TomiLahren Magnificent analogy,0.5994,0.565,0.0,0.435,31
481,@FoxNews,Sonique,Sat Mar 10 22:40:12 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,32
482,@FoxNews,Punch Down King,Sat Mar 10 22:40:11 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,33
483,@FoxNews,US Patriot,Sat Mar 10 22:40:10 +0000 2018,@FoxNews They miss obammy!😞😭😭,-0.2244,0.0,0.387,0.613,34
484,@FoxNews,AskYourMama,Sat Mar 10 22:40:10 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,35
485,@FoxNews,Marcia Daughtrey,Sat Mar 10 22:40:09 +0000 2018,"RT @OfficialJonZal: Dear Republicans, 

Stop saying “Trump is not a Republican.” He’s yours. You responded to the election of a brilliant,…",0.1027,0.119,0.101,0.78,36
486,@FoxNews,Ev 🇺🇸,Sat Mar 10 22:40:09 +0000 2018,RT @FoxNews: President @realDonaldTrump to hold rally outside of Pittsburgh to rally support for GOP congressional candidate @Saccone4PA18.…,0.4019,0.137,0.0,0.863,37
487,@FoxNews,Bryan Bleak,Sat Mar 10 22:40:08 +0000 2018,"RT @JoeBelsha21: @realDonaldTrump  
""North Korea has not conducted a missile test since
November 28 2017 &amp; has promised not to do so throug…",0.3612,0.106,0.0,0.894,38
488,@FoxNews,Crusher of evil,Sat Mar 10 22:40:08 +0000 2018,"RT @FoxNews: On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead want to cur…",0.4215,0.193,0.087,0.72,39
489,@FoxNews,Bob Fortini,Sat Mar 10 22:40:07 +0000 2018,RT @darkpanther39: @radenchap @FoxNews @seanspicer @POTUS  https://t.co/ouxlaYSxtu,0.0,0.0,0.0,1.0,40
490,@FoxNews,Ann Marie Tagen,Sat Mar 10 22:40:07 +0000 2018,RT @FoxNews: .@AmbJohnBolton on North Korea: “By all accounts...they’re very close to achieving a goal they’ve been after for 25 years or m…,0.0,0.0,0.0,1.0,41
491,@FoxNews,Time to Live,Sat Mar 10 22:40:07 +0000 2018,"Stupid morons, shiuld have killed the POS! 
California standoff suspect in custody, authorities confirm… https://t.co/7VbHPq4ait",-0.9134,0.0,0.536,0.464,42
492,@FoxNews,Flracinggirl🌊🇺🇸🏁❄️,Sat Mar 10 22:40:06 +0000 2018,"RT @IronmanMann: Who do you trust more — @CNN or @FoxNews ?

(Please Retweet for a sufficient sample can be taken. Thanks!)",0.5562,0.166,0.0,0.834,43
493,@FoxNews,Deeper Throttle,Sat Mar 10 22:40:05 +0000 2018,@FoxNews Because he’s black . . .,0.0,0.0,0.0,1.0,44
494,@FoxNews,CounterCulture,Sat Mar 10 22:40:04 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,45
495,@FoxNews,Trump France Info 👍,Sat Mar 10 22:40:04 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,46
496,@FoxNews,News 365247,Sat Mar 10 22:40:03 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,47
497,@FoxNews,Bill Wellington,Sat Mar 10 22:40:02 +0000 2018,@FoxNews Mental illness is the norm today,-0.4019,0.0,0.31,0.69,48
498,@FoxNews,Delbert spersky,Sat Mar 10 22:40:01 +0000 2018,"@TeriMathews12 @Darryl_Coan @FoxNews Uh.. yeah, that would be because “liberal” colleges turn out ppl that think 4t… https://t.co/UlxtS2tWsx",0.296,0.115,0.0,0.885,49
499,@FoxNews,Lavon Bonar,Sat Mar 10 22:40:01 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,50
500,@FoxNews,Triggerpuller,Sat Mar 10 22:40:33 +0000 2018,"@OfficialJonZal @7SinsOfTrump @FoxNews Hey, now that’s a tweet! The ancestors of these fools said TR wasn’t a Repub… https://t.co/rLBH8YwC7k",-0.5411,0.0,0.179,0.821,51
501,@FoxNews,liz dueñas,Sat Mar 10 22:40:32 +0000 2018,"RT @FoxNews: On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead want to cur…",0.4215,0.193,0.087,0.72,52
502,@FoxNews,1 317-607-2837,Sat Mar 10 22:40:32 +0000 2018,@Franklin_Graham @FoxNews We all have an extraordinary journey with God by our side. Life is a privilege of Grace,0.7506,0.33,0.0,0.67,53
503,@FoxNews,cwilliams1113wy,Sat Mar 10 22:40:31 +0000 2018,@FoxNews @AGBecerra Wrong....the failure is owned by the Democratics...,-0.5106,0.0,0.292,0.708,54
504,@FoxNews,Mike North,Sat Mar 10 22:40:30 +0000 2018,"@msuhajda @FoxNews @POTUS @Saccone4PA18 No,but knew he would win the day he announced ,guys been better than even I… https://t.co/DGHOqUxRQv",0.7717,0.271,0.0,0.729,55
505,@FoxNews,David James,Sat Mar 10 22:40:29 +0000 2018,"RT @OfficialJonZal: Dear Republicans, 

Stop saying “Trump is not a Republican.” He’s yours. You responded to the election of a brilliant,…",0.1027,0.119,0.101,0.78,56
506,@FoxNews,Justice for Kate,Sat Mar 10 22:40:28 +0000 2018,RT @TuckerCarlson: Democrats aren't simply the pro-immigration party. They've become the anti-border party. The party opposed to citizenshi…,0.7964,0.351,0.0,0.649,57
507,@FoxNews,Selene G,Sat Mar 10 22:40:27 +0000 2018,"RT @soylasoberana: @UniNoticias @jorgeramosnews @FoxNews Más q enfrentar, es un FRESCO. La estrella conservadora se lo comió vivo! No lo de…",-0.3595,0.0,0.116,0.884,58
508,@FoxNews,Francois d'Ottawa,Sat Mar 10 22:40:27 +0000 2018,"RT @KIR_bigg50: So why they accusing you of being a @FoxNews puppet, but not accuse David Hogg of being a CNN, ABC, MSNBC, Washington Post,…",0.1043,0.077,0.061,0.862,59
509,@FoxNews,SherriMutts4me,Sat Mar 10 22:40:27 +0000 2018,"@KendallMigues @JulieBanderas @POTUS @HappeningNow @FoxNews Yep, I just turn off the bias. Refuse to watch or dvr, no ratings from me!",-0.4389,0.091,0.251,0.659,60
510,@FoxNews,Bryan Upchurch,Sat Mar 10 22:40:25 +0000 2018,"@FoxNews @foxandfriends @dbongino @TheDemocrats fox staffers, see those old farts in the office? Roger A’s B team?t… https://t.co/KeaWerUjS2",0.0,0.0,0.0,1.0,61
511,@FoxNews,Felicia Brown,Sat Mar 10 22:40:25 +0000 2018,"RT @FoxNews: .@AntonioSabatoJr on gun violence in Hollywood: ""The NRA has done more to protect the American people than Hollywood could eve…",-0.5606,0.101,0.229,0.67,62
512,@FoxNews,Charlie Foxtrot,Sat Mar 10 22:40:23 +0000 2018,@FoxNews 90% of the time he isn't and your network plays it off as gospel so why do you pretend that you aren't biased news?,0.343,0.14,0.051,0.808,63
513,@FoxNews,Matt Brockman,Sat Mar 10 22:40:23 +0000 2018,"@FoxNews There appears to be a typo in the article: ""meeting"" is typo'd ""meeeting"" @KittyKatMeow4",0.0,0.0,0.0,1.0,64
514,@FoxNews,PeterT,Sat Mar 10 22:40:22 +0000 2018,"RT @FoxNews: .@Saccone4PA18: ""The Democratic Party has always been against the taxpayer."" #Cavuto https://t.co/TLds53nu5N",0.4019,0.172,0.0,0.828,65
515,@FoxNews,Lee,Sat Mar 10 22:40:22 +0000 2018,@Jasongoofygrape @FoxNews @jasoninthehouse Doesn't look good for the dolt in the W H? I would bet the house the inf… https://t.co/k1DQQ7CF29,-0.3412,0.0,0.118,0.882,66
516,@FoxNews,Nunya Biznes,Sat Mar 10 22:40:22 +0000 2018,RT @SanMateogirl11: ABC News star Joy Behar: Hanging with Farrakhan 'baggage'; talking to Jesus 'mental illness' via the @FoxNews App https…,0.2732,0.149,0.106,0.745,67
517,@FoxNews,B The Trigger,Sat Mar 10 22:40:22 +0000 2018,"RT @FoxNews: .@thejeremyhunt: “We should be able to stand up and say that racism has no skin color, hate is hate and it ought to be condemn…",-0.9287,0.0,0.373,0.627,68
518,@FoxNews,LNPcommonsense,Sat Mar 10 22:40:21 +0000 2018,"RT @FoxNews: OPINION: Even when Trump is right, mainstream media downplays it rather than be honest -- and more media embarrassments https:…",0.0828,0.126,0.113,0.761,69
519,@FoxNews,AskYourMama,Sat Mar 10 22:40:21 +0000 2018,RT @FoxNews: BREAKING: A standoff with a suspect believed to have gunned down a California police officer has ended with the accused shoote…,-0.5267,0.0,0.196,0.804,70
520,@FoxNews,FrantasticFran,Sat Mar 10 22:40:21 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,71
521,@FoxNews,realisticone,Sat Mar 10 22:40:19 +0000 2018,"RT @FoxNews: .@thejeremyhunt: “We should be able to stand up and say that racism has no skin color, hate is hate and it ought to be condemn…",-0.9287,0.0,0.373,0.627,72
522,@FoxNews,eighyfourbastards,Sat Mar 10 22:40:18 +0000 2018,@mutter01 @JulioAn24007208 @MitchellDStein1 @IronmanMann @CNN @FoxNews Cnn supporter we all knew but here is the pr… https://t.co/KCo5tvgrzF,0.1406,0.088,0.0,0.912,73
523,@FoxNews,Speculawyer 🇳🇴-American,Sat Mar 10 22:40:17 +0000 2018,"@FoxNews Ugh. Reminds me of that scene in Full Metal Jacket. 
https://t.co/RjLFZmunq8",-0.4215,0.0,0.203,0.797,74
524,@FoxNews,Timothy Cochrane,Sat Mar 10 22:40:16 +0000 2018,@FoxNews @foxandfriends @dbongino @TheDemocrats Democrats won the presidential election by 3 million.votes. Republi… https://t.co/RaZ3XXQlv4,0.5719,0.236,0.0,0.764,75
525,@FoxNews,Michael Arriaga,Sat Mar 10 22:40:16 +0000 2018,"RT @FoxNews: On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead want to cur…",0.4215,0.193,0.087,0.72,76
526,@FoxNews,Shadow,Sat Mar 10 22:40:15 +0000 2018,"@FoxNews Please call me a Leftard. Please call me a leftwing nut job with my Liberal agenda 
#callmeleft https://t.co/54hAf1ipD0",0.5574,0.235,0.0,0.765,77
527,@FoxNews,confused,Sat Mar 10 22:40:15 +0000 2018,@FoxNews Tide pods,0.0,0.0,0.0,1.0,78
528,@FoxNews,Trump Hop,Sat Mar 10 22:40:14 +0000 2018,"RT @realDonaldTrump: Wow, you are all correct about @FoxNews - totally biased and disgusting reporting.",-0.3086,0.182,0.29,0.527,79
529,@FoxNews,shekoi,Sat Mar 10 22:40:13 +0000 2018,@BlakeFleming85 @FoxNews Wrong. The left does not hope for gun massacres. We're actually trying to STOP them. You'r… https://t.co/XpD70Un3sd,-0.7509,0.08,0.331,0.589,80
530,@FoxNews,Joe Delia,Sat Mar 10 22:40:13 +0000 2018,@FoxNews @TomiLahren Magnificent analogy,0.5994,0.565,0.0,0.435,81
531,@FoxNews,Sonique,Sat Mar 10 22:40:12 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,82
532,@FoxNews,Punch Down King,Sat Mar 10 22:40:11 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,83
533,@FoxNews,US Patriot,Sat Mar 10 22:40:10 +0000 2018,@FoxNews They miss obammy!😞😭😭,-0.2244,0.0,0.387,0.613,84
534,@FoxNews,AskYourMama,Sat Mar 10 22:40:10 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,85
535,@FoxNews,Marcia Daughtrey,Sat Mar 10 22:40:09 +0000 2018,"RT @OfficialJonZal: Dear Republicans, 

Stop saying “Trump is not a Republican.” He’s yours. You responded to the election of a brilliant,…",0.1027,0.119,0.101,0.78,86
536,@FoxNews,Ev 🇺🇸,Sat Mar 10 22:40:09 +0000 2018,RT @FoxNews: President @realDonaldTrump to hold rally outside of Pittsburgh to rally support for GOP congressional candidate @Saccone4PA18.…,0.4019,0.137,0.0,0.863,87
537,@FoxNews,Bryan Bleak,Sat Mar 10 22:40:08 +0000 2018,"RT @JoeBelsha21: @realDonaldTrump  
""North Korea has not conducted a missile test since
November 28 2017 &amp; has promised not to do so throug…",0.3612,0.106,0.0,0.894,88
538,@FoxNews,Crusher of evil,Sat Mar 10 22:40:08 +0000 2018,"RT @FoxNews: On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead want to cur…",0.4215,0.193,0.087,0.72,89
539,@FoxNews,Bob Fortini,Sat Mar 10 22:40:07 +0000 2018,RT @darkpanther39: @radenchap @FoxNews @seanspicer @POTUS  https://t.co/ouxlaYSxtu,0.0,0.0,0.0,1.0,90
540,@FoxNews,Ann Marie Tagen,Sat Mar 10 22:40:07 +0000 2018,RT @FoxNews: .@AmbJohnBolton on North Korea: “By all accounts...they’re very close to achieving a goal they’ve been after for 25 years or m…,0.0,0.0,0.0,1.0,91
541,@FoxNews,Time to Live,Sat Mar 10 22:40:07 +0000 2018,"Stupid morons, shiuld have killed the POS! 
California standoff suspect in custody, authorities confirm… https://t.co/7VbHPq4ait",-0.9134,0.0,0.536,0.464,92
542,@FoxNews,Flracinggirl🌊🇺🇸🏁❄️,Sat Mar 10 22:40:06 +0000 2018,"RT @IronmanMann: Who do you trust more — @CNN or @FoxNews ?

(Please Retweet for a sufficient sample can be taken. Thanks!)",0.5562,0.166,0.0,0.834,93
543,@FoxNews,Deeper Throttle,Sat Mar 10 22:40:05 +0000 2018,@FoxNews Because he’s black . . .,0.0,0.0,0.0,1.0,94
544,@FoxNews,CounterCulture,Sat Mar 10 22:40:04 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,95
545,@FoxNews,Trump France Info 👍,Sat Mar 10 22:40:04 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,96
546,@FoxNews,News 365247,Sat Mar 10 22:40:03 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,97
547,@FoxNews,Bill Wellington,Sat Mar 10 22:40:02 +0000 2018,@FoxNews Mental illness is the norm today,-0.4019,0.0,0.31,0.69,98
548,@FoxNews,Delbert spersky,Sat Mar 10 22:40:01 +0000 2018,"@TeriMathews12 @Darryl_Coan @FoxNews Uh.. yeah, that would be because “liberal” colleges turn out ppl that think 4t… https://t.co/UlxtS2tWsx",0.296,0.115,0.0,0.885,99
549,@FoxNews,Lavon Bonar,Sat Mar 10 22:40:01 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,100
550,@FoxNews,Triggerpuller,Sat Mar 10 22:40:33 +0000 2018,"@OfficialJonZal @7SinsOfTrump @FoxNews Hey, now that’s a tweet! The ancestors of these fools said TR wasn’t a Repub… https://t.co/rLBH8YwC7k",-0.5411,0.0,0.179,0.821,101
551,@FoxNews,liz dueñas,Sat Mar 10 22:40:32 +0000 2018,"RT @FoxNews: On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead want to cur…",0.4215,0.193,0.087,0.72,102
552,@FoxNews,1 317-607-2837,Sat Mar 10 22:40:32 +0000 2018,@Franklin_Graham @FoxNews We all have an extraordinary journey with God by our side. Life is a privilege of Grace,0.7506,0.33,0.0,0.67,103
553,@FoxNews,cwilliams1113wy,Sat Mar 10 22:40:31 +0000 2018,@FoxNews @AGBecerra Wrong....the failure is owned by the Democratics...,-0.5106,0.0,0.292,0.708,104
554,@FoxNews,Mike North,Sat Mar 10 22:40:30 +0000 2018,"@msuhajda @FoxNews @POTUS @Saccone4PA18 No,but knew he would win the day he announced ,guys been better than even I… https://t.co/DGHOqUxRQv",0.7717,0.271,0.0,0.729,105
555,@FoxNews,David James,Sat Mar 10 22:40:29 +0000 2018,"RT @OfficialJonZal: Dear Republicans, 

Stop saying “Trump is not a Republican.” He’s yours. You responded to the election of a brilliant,…",0.1027,0.119,0.101,0.78,106
556,@FoxNews,Justice for Kate,Sat Mar 10 22:40:28 +0000 2018,RT @TuckerCarlson: Democrats aren't simply the pro-immigration party. They've become the anti-border party. The party opposed to citizenshi…,0.7964,0.351,0.0,0.649,107
557,@FoxNews,Selene G,Sat Mar 10 22:40:27 +0000 2018,"RT @soylasoberana: @UniNoticias @jorgeramosnews @FoxNews Más q enfrentar, es un FRESCO. La estrella conservadora se lo comió vivo! No lo de…",-0.3595,0.0,0.116,0.884,108
558,@FoxNews,Francois d'Ottawa,Sat Mar 10 22:40:27 +0000 2018,"RT @KIR_bigg50: So why they accusing you of being a @FoxNews puppet, but not accuse David Hogg of being a CNN, ABC, MSNBC, Washington Post,…",0.1043,0.077,0.061,0.862,109
559,@FoxNews,SherriMutts4me,Sat Mar 10 22:40:27 +0000 2018,"@KendallMigues @JulieBanderas @POTUS @HappeningNow @FoxNews Yep, I just turn off the bias. Refuse to watch or dvr, no ratings from me!",-0.4389,0.091,0.251,0.659,110
560,@FoxNews,Bryan Upchurch,Sat Mar 10 22:40:25 +0000 2018,"@FoxNews @foxandfriends @dbongino @TheDemocrats fox staffers, see those old farts in the office? Roger A’s B team?t… https://t.co/KeaWerUjS2",0.0,0.0,0.0,1.0,111
561,@FoxNews,Felicia Brown,Sat Mar 10 22:40:25 +0000 2018,"RT @FoxNews: .@AntonioSabatoJr on gun violence in Hollywood: ""The NRA has done more to protect the American people than Hollywood could eve…",-0.5606,0.101,0.229,0.67,112
562,@FoxNews,Charlie Foxtrot,Sat Mar 10 22:40:23 +0000 2018,@FoxNews 90% of the time he isn't and your network plays it off as gospel so why do you pretend that you aren't biased news?,0.343,0.14,0.051,0.808,113
563,@FoxNews,Matt Brockman,Sat Mar 10 22:40:23 +0000 2018,"@FoxNews There appears to be a typo in the article: ""meeting"" is typo'd ""meeeting"" @KittyKatMeow4",0.0,0.0,0.0,1.0,114
564,@FoxNews,PeterT,Sat Mar 10 22:40:22 +0000 2018,"RT @FoxNews: .@Saccone4PA18: ""The Democratic Party has always been against the taxpayer."" #Cavuto https://t.co/TLds53nu5N",0.4019,0.172,0.0,0.828,115
565,@FoxNews,Lee,Sat Mar 10 22:40:22 +0000 2018,@Jasongoofygrape @FoxNews @jasoninthehouse Doesn't look good for the dolt in the W H? I would bet the house the inf… https://t.co/k1DQQ7CF29,-0.3412,0.0,0.118,0.882,116
566,@FoxNews,Nunya Biznes,Sat Mar 10 22:40:22 +0000 2018,RT @SanMateogirl11: ABC News star Joy Behar: Hanging with Farrakhan 'baggage'; talking to Jesus 'mental illness' via the @FoxNews App https…,0.2732,0.149,0.106,0.745,117
567,@FoxNews,B The Trigger,Sat Mar 10 22:40:22 +0000 2018,"RT @FoxNews: .@thejeremyhunt: “We should be able to stand up and say that racism has no skin color, hate is hate and it ought to be condemn…",-0.9287,0.0,0.373,0.627,118
568,@FoxNews,LNPcommonsense,Sat Mar 10 22:40:21 +0000 2018,"RT @FoxNews: OPINION: Even when Trump is right, mainstream media downplays it rather than be honest -- and more media embarrassments https:…",0.0828,0.126,0.113,0.761,119
569,@FoxNews,AskYourMama,Sat Mar 10 22:40:21 +0000 2018,RT @FoxNews: BREAKING: A standoff with a suspect believed to have gunned down a California police officer has ended with the accused shoote…,-0.5267,0.0,0.196,0.804,120
570,@FoxNews,FrantasticFran,Sat Mar 10 22:40:21 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,121
571,@FoxNews,realisticone,Sat Mar 10 22:40:19 +0000 2018,"RT @FoxNews: .@thejeremyhunt: “We should be able to stand up and say that racism has no skin color, hate is hate and it ought to be condemn…",-0.9287,0.0,0.373,0.627,122
572,@FoxNews,eighyfourbastards,Sat Mar 10 22:40:18 +0000 2018,@mutter01 @JulioAn24007208 @MitchellDStein1 @IronmanMann @CNN @FoxNews Cnn supporter we all knew but here is the pr… https://t.co/KCo5tvgrzF,0.1406,0.088,0.0,0.912,123
573,@FoxNews,Speculawyer 🇳🇴-American,Sat Mar 10 22:40:17 +0000 2018,"@FoxNews Ugh. Reminds me of that scene in Full Metal Jacket. 
https://t.co/RjLFZmunq8",-0.4215,0.0,0.203,0.797,124
574,@FoxNews,Timothy Cochrane,Sat Mar 10 22:40:16 +0000 2018,@FoxNews @foxandfriends @dbongino @TheDemocrats Democrats won the presidential election by 3 million.votes. Republi… https://t.co/RaZ3XXQlv4,0.5719,0.236,0.0,0.764,125
575,@FoxNews,Michael Arriaga,Sat Mar 10 22:40:16 +0000 2018,"RT @FoxNews: On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead want to cur…",0.4215,0.193,0.087,0.72,126
576,@FoxNews,Shadow,Sat Mar 10 22:40:15 +0000 2018,"@FoxNews Please call me a Leftard. Please call me a leftwing nut job with my Liberal agenda 
#callmeleft https://t.co/54hAf1ipD0",0.5574,0.235,0.0,0.765,127
577,@FoxNews,confused,Sat Mar 10 22:40:15 +0000 2018,@FoxNews Tide pods,0.0,0.0,0.0,1.0,128
578,@FoxNews,Trump Hop,Sat Mar 10 22:40:14 +0000 2018,"RT @realDonaldTrump: Wow, you are all correct about @FoxNews - totally biased and disgusting reporting.",-0.3086,0.182,0.29,0.527,129
579,@FoxNews,shekoi,Sat Mar 10 22:40:13 +0000 2018,@BlakeFleming85 @FoxNews Wrong. The left does not hope for gun massacres. We're actually trying to STOP them. You'r… https://t.co/XpD70Un3sd,-0.7509,0.08,0.331,0.589,130
580,@FoxNews,Joe Delia,Sat Mar 10 22:40:13 +0000 2018,@FoxNews @TomiLahren Magnificent analogy,0.5994,0.565,0.0,0.435,131
581,@FoxNews,Sonique,Sat Mar 10 22:40:12 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,132
582,@FoxNews,Punch Down King,Sat Mar 10 22:40:11 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,133
583,@FoxNews,US Patriot,Sat Mar 10 22:40:10 +0000 2018,@FoxNews They miss obammy!😞😭😭,-0.2244,0.0,0.387,0.613,134
584,@FoxNews,AskYourMama,Sat Mar 10 22:40:10 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,135
585,@FoxNews,Marcia Daughtrey,Sat Mar 10 22:40:09 +0000 2018,"RT @OfficialJonZal: Dear Republicans, 

Stop saying “Trump is not a Republican.” He’s yours. You responded to the election of a brilliant,…",0.1027,0.119,0.101,0.78,136
586,@FoxNews,Ev 🇺🇸,Sat Mar 10 22:40:09 +0000 2018,RT @FoxNews: President @realDonaldTrump to hold rally outside of Pittsburgh to rally support for GOP congressional candidate @Saccone4PA18.…,0.4019,0.137,0.0,0.863,137
587,@FoxNews,Bryan Bleak,Sat Mar 10 22:40:08 +0000 2018,"RT @JoeBelsha21: @realDonaldTrump  
""North Korea has not conducted a missile test since
November 28 2017 &amp; has promised not to do so throug…",0.3612,0.106,0.0,0.894,138
588,@FoxNews,Crusher of evil,Sat Mar 10 22:40:08 +0000 2018,"RT @FoxNews: On @foxandfriends, @dbongino explained that @TheDemocrats have given up trying to win back lost voters and instead want to cur…",0.4215,0.193,0.087,0.72,139
589,@FoxNews,Bob Fortini,Sat Mar 10 22:40:07 +0000 2018,RT @darkpanther39: @radenchap @FoxNews @seanspicer @POTUS  https://t.co/ouxlaYSxtu,0.0,0.0,0.0,1.0,140
590,@FoxNews,Ann Marie Tagen,Sat Mar 10 22:40:07 +0000 2018,RT @FoxNews: .@AmbJohnBolton on North Korea: “By all accounts...they’re very close to achieving a goal they’ve been after for 25 years or m…,0.0,0.0,0.0,1.0,141
591,@FoxNews,Time to Live,Sat Mar 10 22:40:07 +0000 2018,"Stupid morons, shiuld have killed the POS! 
California standoff suspect in custody, authorities confirm… https://t.co/7VbHPq4ait",-0.9134,0.0,0.536,0.464,142
592,@FoxNews,Flracinggirl🌊🇺🇸🏁❄️,Sat Mar 10 22:40:06 +0000 2018,"RT @IronmanMann: Who do you trust more — @CNN or @FoxNews ?

(Please Retweet for a sufficient sample can be taken. Thanks!)",0.5562,0.166,0.0,0.834,143
593,@FoxNews,Deeper Throttle,Sat Mar 10 22:40:05 +0000 2018,@FoxNews Because he’s black . . .,0.0,0.0,0.0,1.0,144
594,@FoxNews,CounterCulture,Sat Mar 10 22:40:04 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,145
595,@FoxNews,Trump France Info 👍,Sat Mar 10 22:40:04 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,146
596,@FoxNews,News 365247,Sat Mar 10 22:40:03 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,147
597,@FoxNews,Bill Wellington,Sat Mar 10 22:40:02 +0000 2018,@FoxNews Mental illness is the norm today,-0.4019,0.0,0.31,0.69,148
598,@FoxNews,Delbert spersky,Sat Mar 10 22:40:01 +0000 2018,"@TeriMathews12 @Darryl_Coan @FoxNews Uh.. yeah, that would be because “liberal” colleges turn out ppl that think 4t… https://t.co/UlxtS2tWsx",0.296,0.115,0.0,0.885,149
599,@FoxNews,Lavon Bonar,Sat Mar 10 22:40:01 +0000 2018,"RT @FoxNews: Happening Now: @POTUS departs from JBA for Pittsburgh - For full coverage of President Trump's rally with @Saccone4PA18, tune…",0.0,0.0,0.0,1.0,150
600,@NYTimes,Numb,Sat Mar 10 22:40:25 +0000 2018,RT @nytimes: Trump has staked his reputation as a deal maker on the presumption that he can personally achieve what no other president has…,-0.296,0.0,0.091,0.909,1
